,Open,High,Low,Close,,,,,,,,Timestamp
1.56E+12,10785.1,10938.75,10592.64,10842.85,13199.53546,1.56E+12,142228811.4,110751,6504.705026,70079098.95,0,2019/7/3 4:00
1.56E+12,10844.98,11453.86,10841.04,11289.48,23186.56083,1.56E+12,260093571.8,169042,13484.22616,151222903.3,0,2019/7/3 8:00
1.56E+12,11289.46,11513,11200.17,11217.7,14197.29275,1.56E+12,161491014.6,133839,6565.256206,74685088.81,0,2019/7/3 12:00
1.56E+12,11217.7,11347,10878.75,11162.35,14905.59321,1.56E+12,166116882.6,125509,7979.400981,88888165.04,0,2019/7/3 16:00
1.56E+12,11166.54,11460,11123.43,11422.43,12241.56108,1.56E+12,138641605.6,114082,6065.920942,68739427.12,0,2019/7/3 20:00
1.56E+12,11421.93,11444.42,11017.59,11257.82,13544.43504,1.56E+12,151922183.2,120122,6991.854805,78400935.9,0,2019/7/4 0:00
1.56E+12,11256.97,11991.89,11205,11940,18740.45737,1.56E+12,219539385.1,152160,8526.957648,99649153.73,0,2019/7/4 4:00
1.56E+12,11940,12000,11711.09,11850,11224.22245,1.56E+12,133148540.1,97196,5468.206818,64871658.76,0,2019/7/4 8:00
1.56E+12,11848.71,11865.01,11550,11669.23,12404.54256,1.56E+12,145000756.3,111200,6599.597274,77128814.65,0,2019/7/4 12:00
1.56E+12,11669.23,11740.95,11457.91,11672.13,11188.92825,1.56E+12,129980867.5,114575,5803.992701,67442864.93,0,2019/7/4 16:00
1.56E+12,11672.47,11889,11644.02,11707.42,9584.96955,1.56E+12,112865139,102480,4946.292292,58248507.94,0,2019/7/4 20:00
1.56E+12,11707.42,11858.39,11600,11805.42,7054.326993,1.56E+12,82943413.24,78857,3686.61278,43365986.88,0,2019/7/5 0:00
1.56E+12,11805.43,11805.44,11055,11145.67,15055.2321,1.56E+12,171880181.3,139559,7122.149997,81353973.28,0,2019/7/5 4:00
1.56E+12,11145.67,11294.89,11002.63,11154.56,11788.70058,1.56E+12,131723656,92333,5763.100106,64381688.63,0,2019/7/5 8:00
1.56E+12,11155.59,11227.49,10796.44,10982.73,10971.43682,1.56E+12,120855883.8,100796,4945.432445,54475786.25,0,2019/7/5 12:00
1.56E+12,10985.22,11340.45,10851.03,11175,14050.10501,1.56E+12,156037329.9,102182,7707.298706,85701158.1,0,2019/7/5 16:00
1.56E+12,11177.11,11406.83,11082.29,11233.74,8958.430022,1.56E+12,100622137.1,87284,4714.653873,52972640.08,0,2019/7/5 20:00
1.56E+12,11235.28,11321.78,11030,11111.55,7923.878752,1.56E+12,88579066.1,80120,4161.171169,46529988.25,0,2019/7/6 0:00
1.56E+12,11110.47,11144.64,10805.1,10970.73,9841.799404,1.56E+12,108035576.1,102142,5015.25796,55081552.68,0,2019/7/6 4:00
1.56E+12,10982.41,11477.24,10964.51,11444.45,9217.47145,1.56E+12,104266480.5,85536,5065.674495,57296210.54,0,2019/7/6 8:00
1.56E+12,11445.81,11544,11285.01,11384.07,8704.374699,1.56E+12,99323529.76,77193,4598.941019,52486031.29,0,2019/7/6 12:00
1.56E+12,11384.13,11485,11262,11369.79,7127.820852,1.56E+12,80831894.96,66775,3589.798788,40724289.28,0,2019/7/6 16:00
1.56E+12,11370,11621.67,11282.08,11574.32,10914.60287,1.56E+12,124457035.4,97145,5363.873917,61206344.87,0,2019/7/6 20:00
1.56E+12,11575,11665,11409.63,11493.34,6357.26259,1.56E+12,73260652.85,67065,3139.271548,36186759.91,0,2019/7/7 0:00
1.56E+12,11490.48,11497.74,11050,11256.49,9147.963872,1.56E+12,102861782.8,76978,3844.429715,43196652.06,0,2019/7/7 4:00
1.56E+12,11256.45,11258.54,11094.37,11149.05,4680.718292,1.56E+12,52358960.48,50445,2568.553345,28735386.01,0,2019/7/7 8:00
1.56E+12,11149.04,11324.99,11127,11198.99,4003.571852,1.56E+12,44913108.02,42700,2268.40609,25446654.68,0,2019/7/7 12:00
1.56E+12,11197.09,11354.18,11114.09,11324.3,5369.299665,1.56E+12,60354379.8,49805,2814.566175,31645842.49,0,2019/7/7 16:00
1.56E+12,11324.17,11448.59,11165.7,11222.58,8634.850854,1.56E+12,97749458.57,72075,5060.015038,57310457.63,0,2019/7/7 20:00
1.56E+12,11223.64,11522.22,11119.6,11474.18,10310.17192,1.56E+12,116776519,88982,6460.192588,73199676.6,0,2019/7/8 0:00
1.56E+12,11474.18,11538,11263,11406.24,5886.183019,1.56E+12,67286627.11,62762,3277.567884,37482636.94,0,2019/7/8 4:00
1.56E+12,11410,11460,11220,11346.34,3903.126438,1.56E+12,44377304.88,48704,1972.649732,22441736.18,0,2019/7/8 8:00
1.56E+12,11346.5,11453.68,11301,11420.55,3755.160043,1.56E+12,42825614.23,48110,2085.98167,23795107.25,0,2019/7/8 12:00
1.56E+12,11420.52,11923.68,11335.06,11884.8,14964.84195,1.56E+12,175820891.6,136818,8516.188174,100035461.2,0,2019/7/8 16:00
1.56E+12,11882.69,11905.95,11761.1,11832.52,7433.421949,1.56E+12,87937223.1,69486,3536.902997,41846161.31,0,2019/7/8 20:00
1.56E+12,11831.86,12300,11750.86,12185.57,10945.20634,1.56E+12,131108807.8,100782,5473.377939,65492022.73,0,2019/7/9 0:00
1.56E+12,12185.57,12338.03,12032,12238.6,11180.6105,1.56E+12,136460842.8,103960,6154.996978,75099219.27,0,2019/7/9 4:00
1.56E+12,12238.6,12750.95,12170.01,12655.53,15858.98496,1.56E+12,199080532,123549,6031.056567,75522429.47,0,2019/7/9 8:00
1.56E+12,12655.52,12794.73,12321,12424.71,13326.16105,1.56E+12,168119107.2,108602,5677.329877,71628474.69,0,2019/7/9 12:00
1.56E+12,12426.83,12655.23,12068,12255.71,25215.71105,1.56E+12,309945704.4,172165,17147.26885,210324952.3,0,2019/7/9 16:00
1.56E+12,12257.56,12395,12104.78,12339.33,7717.976293,1.56E+12,94892232.02,82170,3936.475898,48397088.01,0,2019/7/9 20:00
1.56E+12,12338.62,12615.2,12260,12494.73,9584.86024,1.56E+12,119712832.3,97174,4698.466045,58698856.92,0,2019/7/10 0:00
1.56E+12,12494.47,12648.58,12302.57,12543.41,6738.436755,1.56E+12,84236394.1,76613,3503.314738,43816550.95,0,2019/7/10 4:00
1.56E+12,12548.51,13110.1,12510.52,12968.57,22007.74864,1.56E+12,284475668.7,164968,9780.075662,126292023.9,0,2019/7/10 8:00
1.56E+12,12968,13068.78,12760,12860.89,10552.78309,1.56E+12,136688730.7,93596,4046.615811,52421260.94,0,2019/7/10 12:00
1.56E+12,12860.86,13147.08,12819.66,12970.23,7975.503575,1.56E+12,103485450.5,85898,4163.952047,54037302.42,0,2019/7/10 16:00
1.56E+12,12970.97,13130,12121.21,12367.91,27901.66402,1.56E+12,353793736.5,223327,11255.23605,142853856.5,0,2019/7/10 20:00
1.56E+12,12368.3,12372.56,11901,12070.96,20988.84729,1.56E+12,255488236.9,170496,8005.223991,97597256.7,0,2019/7/11 0:00
1.56E+12,12070.96,12212.29,11569,12108.37,19819.49839,1.56E+12,235818116.8,161106,9713.657346,115596550.7,0,2019/7/11 4:00
1.56E+12,12108.11,12111.73,11622.04,11702.04,12181.16747,1.56E+12,144679240.4,116019,5947.442817,70684511.69,0,2019/7/11 8:00
1.56E+12,11701.17,11738.46,11200,11586.18,21462.66385,1.56E+12,245139527.8,184894,10490.59168,119766413.3,0,2019/7/11 12:00
1.56E+12,11585.6,11626.76,11292,11600,10710.29065,1.56E+12,122923832.4,95078,5603.984946,64334026.2,0,2019/7/11 16:00
1.56E+12,11602.59,11782,11410,11489.66,12979.54131,1.56E+12,151127573.1,113892,6745.321073,78572668.27,0,2019/7/11 20:00
1.56E+12,11495.43,11750,11370.66,11562.07,10569.97289,1.56E+12,122847867.9,100047,5613.716348,65277508.67,0,2019/7/12 0:00
1.56E+12,11563.42,11624.87,11000,11342.89,19602.82488,1.56E+12,220638760.5,150127,9313.09931,104772260.6,0,2019/7/12 4:00
1.56E+12,11342.88,11520,11111.13,11186.81,9739.187,1.56E+12,110473794.2,88505,5439.088723,61678792.17,0,2019/7/12 8:00
1.56E+12,11189.51,11720,11073,11651.35,12349.03893,1.56E+12,141075585.6,106855,6600.181065,75435778.78,0,2019/7/12 12:00
1.56E+12,11651.35,11749,11541,11654.69,9046.126695,1.56E+12,105277359.5,89108,4723.150964,54977035.01,0,2019/7/12 16:00
1.56E+12,11654.67,11717.35,11429.02,11475,9380.132659,1.56E+12,108655480.1,88958,4862.141026,56357416.04,0,2019/7/12 20:00
1.56E+12,11476.07,11649.98,11401.1,11590,7520.762131,1.56E+12,86861025.71,78595,4175.189902,48236029.57,0,2019/7/13 0:00
1.56E+12,11590.64,11885,11586,11757.22,8286.610862,1.56E+12,97481575.68,85540,4491.367676,52832917.34,0,2019/7/13 4:00
1.56E+12,11757.22,11799.98,11510,11586.71,4999.281759,1.56E+12,58300930.2,55932,2561.454039,29872177.01,0,2019/7/13 8:00
1.56E+12,11582.06,11660,11433.95,11464.61,6670.73212,1.56E+12,77080673.85,65482,3314.408092,38292417.63,0,2019/7/13 12:00
1.56E+12,11466.07,11592.09,11185,11303.01,10794.98601,1.56E+12,122767824.7,96581,4746.680326,53999339.82,0,2019/7/13 16:00
1.56E+12,11301.56,11448.77,11259.92,11413.9,7136.383925,1.56E+12,81081777.51,69297,3666.748559,41652989.98,0,2019/7/13 20:00
1.56E+12,11415,11479.78,11015.05,11187.4,9782.931666,1.56E+12,109666184.4,94661,4714.301633,52870118.46,0,2019/7/14 0:00
1.56E+12,11187.4,11450,10830,11355.76,14861.27907,1.56E+12,165152617.3,128352,7456.465587,82962493.49,0,2019/7/14 4:00
1.56E+12,11355.78,11452,11251.82,11281.73,6304.951072,1.56E+12,71566716.34,62841,3037.337866,34467273.59,0,2019/7/14 8:00
1.56E+12,11281.12,11346.23,11085.23,11126.8,6310.748546,1.56E+12,70715587.15,67281,3298.033224,36959799.07,0,2019/7/14 12:00
1.56E+12,11126.82,11190.08,10505,10681.52,18548.94984,1.56E+12,200550277.4,152509,8605.908803,93097043.03,0,2019/7/14 16:00
1.56E+12,10680,10751.1,10295,10413.12,16734.89893,1.56E+12,177263605.6,139616,8781.45896,93106281.43,0,2019/7/14 20:00
1.56E+12,10413.18,10686.87,10312,10488.17,12612.7163,1.56E+12,132233695,115017,6447.861548,67585187.46,0,2019/7/15 0:00
1.56E+12,10488.17,10733.37,10103,10174.18,12005.31456,1.56E+12,125316270.1,111779,5683.091759,59427651.66,0,2019/7/15 4:00
1.56E+12,10174.18,10267.84,9860,10244.81,22616.06939,1.56E+12,227467895.5,181629,10872.11945,109435413.6,0,2019/7/15 8:00
1.56E+12,10244.49,10344.82,10051,10322.7,9222.933219,1.56E+12,94054835.59,89433,4911.990347,50098386.8,0,2019/7/15 12:00
1.56E+12,10322.7,10389.06,10127.1,10298.05,7413.320588,1.56E+12,76176588.64,79875,3995.700742,41063546.61,0,2019/7/15 16:00
1.56E+12,10299.23,10615,10059.24,10569.22,15437.66155,1.56E+12,160205315.8,125888,8129.629452,84444265.63,0,2019/7/15 20:00
1.56E+12,10569.99,10956,10371,10844.45,16992.38871,1.56E+12,181596567.9,149778,8548.497598,91458298.12,0,2019/7/16 0:00
1.56E+12,10844.99,11100,10730.33,10838.72,10240.05288,1.56E+12,111527520.2,105603,5256.252063,57267917.7,0,2019/7/16 4:00
1.56E+12,10833.78,11028,10625.4,10694.64,9287.79838,1.56E+12,100552659.1,92181,4804.403337,52029995.12,0,2019/7/16 8:00
1.56E+12,10694.1,10806.18,10460,10717.04,9148.040629,1.56E+12,97507036.28,90016,4662.096574,49717572.05,0,2019/7/16 12:00
1.56E+12,10718.53,10850,10580,10682.8,7736.80033,1.56E+12,82901782.09,76993,4017.972179,43060568.44,0,2019/7/16 16:00
1.56E+12,10682.74,10684.93,10311.13,10492.77,15976.92616,1.56E+12,167240569.9,125101,8226.122384,86111806.02,0,2019/7/16 20:00
1.56E+12,10492.77,10496.15,9501,9694.73,35334.5069,1.56E+12,346063641.7,261658,16273.44825,159111642.8,0,2019/7/17 0:00
1.56E+12,9694.73,9792.08,9350.01,9439.59,19735.37101,1.56E+12,188196477.7,150697,9311.901328,88820935.59,0,2019/7/17 4:00
1.56E+12,9430.17,9630,9214,9399.45,13522.86936,1.56E+12,127053648.2,114715,6782.210652,63737725.85,0,2019/7/17 8:00
1.56E+12,9398.6,9608.47,9303,9549.98,8605.109259,1.56E+12,81709112.25,86154,4551.610859,43222178.8,0,2019/7/17 12:00
1.56E+12,9549.98,9609.91,9060,9157.02,14902.5316,1.56E+12,138531388.5,122526,7133.44502,66382290.04,0,2019/7/17 16:00
1.56E+12,9157.04,9805,9060,9720.2,21707.20914,1.56E+12,206432753.5,174643,11126.97806,105776162.6,0,2019/7/17 20:00
1.56E+12,9720.01,9957,9633.42,9731.54,14944.94866,1.56E+12,146192639,147370,7786.916067,76197872.47,0,2019/7/18 0:00
1.56E+12,9731.55,9949,9552.89,9667.92,11260.0047,1.56E+12,109635966.9,112334,5691.954493,55438028,0,2019/7/18 4:00
1.56E+12,9668.86,9808.1,9521,9708.19,7812.525529,1.56E+12,75662711.78,79920,3983.232558,38591021.38,0,2019/7/18 8:00
1.56E+12,9708.55,9996.52,9619.69,9790.97,8331.82726,1.56E+12,81988822.01,84410,4581.842215,45097410.81,0,2019/7/18 12:00
1.56E+12,9788.61,9870,9659.14,9749.38,7591.143909,1.56E+12,74193719.34,79558,3861.206513,37752051.75,0,2019/7/18 16:00
1.56E+12,9751.31,10455,9252,10437.93,31624.50667,1.56E+12,312757824.9,249630,16791.15862,166186511.1,0,2019/7/18 20:00
1.56E+12,10443.04,10725,10342.83,10486.53,15886.63499,1.56E+12,167414444.3,151262,8169.591704,86104526.77,0,2019/7/19 0:00
1.56E+12,10492.54,10788,10472.84,10627.16,9036.671903,1.56E+12,95805222.88,90041,4716.313132,50012335.95,0,2019/7/19 4:00
1.56E+12,10628.64,10706.93,10490.1,10577.81,7381.25387,1.56E+12,78230324.84,81562,3953.952179,41907655.35,0,2019/7/19 8:00
1.56E+12,10575.8,10645,10363.38,10600.29,9270.019234,1.56E+12,97152152.88,95954,4887.416529,51225616.93,0,2019/7/19 12:00
1.56E+12,10599.32,10769.71,10210.39,10282.65,14719.63295,1.56E+12,152928671.6,125819,7179.276048,74647854.03,0,2019/7/19 16:00
1.56E+12,10282.77,10650,10121.84,10417.22,15690.93013,1.56E+12,162580682.4,139274,7846.170338,81383024.06,0,2019/7/19 20:00
1.56E+12,10417.22,10478,10300.81,10393.6,4863.517879,1.56E+12,50540234.96,64875,2645.611912,27503547.58,0,2019/7/20 0:00
1.56E+12,10391.96,10576.92,10381.77,10504.29,4621.578068,1.56E+12,48499545.66,60251,2557.930468,26841287.65,0,2019/7/20 4:00
1.56E+12,10505.78,10588,10350,10507.49,6371.505849,1.56E+12,66779045.86,64324,3173.17362,33281770.5,0,2019/7/20 8:00
1.56E+12,10507.49,10689,10460,10560.04,6609.181232,1.56E+12,69949947.25,67234,3621.837369,38339364.56,0,2019/7/20 12:00
1.56E+12,10558.94,10616.69,10433.01,10571.65,4908.44325,1.56E+12,51711534.13,55358,2527.374342,26639332.37,0,2019/7/20 16:00
1.56E+12,10568.2,10700,10462.02,10615.46,8244.803921,1.56E+12,87210509.89,74461,4512.39096,47759608.06,0,2019/7/20 20:00
1.56E+12,10613.43,10995,10565.01,10898.66,12428.23182,1.56E+12,134468745.1,116227,6851.733385,74141029.31,0,2019/7/21 0:00
1.56E+12,10898.66,11068.99,10656.85,10740.23,8769.733781,1.56E+12,95449234.14,84056,4317.111874,47027065.14,0,2019/7/21 4:00
1.56E+12,10740.27,10817.9,10550,10575.15,7761.008844,1.56E+12,82905090.77,71763,3603.561732,38527542.15,0,2019/7/21 8:00
1.56E+12,10577.36,10667.33,10530,10582.45,3815.251949,1.56E+12,40459974.61,45852,1979.163249,20990138.08,0,2019/7/21 12:00
1.56E+12,10581.54,10745.98,10460.01,10585.11,8175.970572,1.56E+12,86687932.11,77017,4336.066955,45992390.73,0,2019/7/21 16:00
1.56E+12,10585.11,10596.43,10334,10444.56,8545.374253,1.56E+12,89383567.62,81470,4557.6256,47686972.54,0,2019/7/21 20:00
1.56E+12,10443.54,10515.36,10288,10406.53,6314.759009,1.56E+12,65682072.37,67728,3434.003013,35721467.65,0,2019/7/22 0:00
1.56E+12,10407.3,10649.88,10385,10589.45,4221.923308,1.56E+12,44542848.51,51622,2435.106835,25692190.05,0,2019/7/22 4:00
1.56E+12,10590.15,10683.16,10552,10614.74,3019.256606,1.56E+12,32029576.66,39283,1634.720379,17345247.82,0,2019/7/22 8:00
1.56E+12,10613.47,10642.66,10511,10603.21,4023.177652,1.56E+12,42583573.46,42546,2025.918109,21446459.92,0,2019/7/22 12:00
1.56E+12,10603.39,10620,10407.3,10562,8024.209196,1.56E+12,84405658.47,65949,3855.879834,40545817.83,0,2019/7/22 16:00
1.56E+12,10559.64,10588,10167.1,10238.43,11853.08826,1.56E+12,122613002.6,95149,4999.932011,51780252.1,0,2019/7/22 20:00
1.56E+12,10240.81,10430,10100,10162.66,7855.224224,1.56E+12,80679489.95,81775,3724.174744,38293364.44,0,2019/7/23 0:00
1.56E+12,10163.75,10394,10125,10340.31,5692.998899,1.56E+12,58705078.22,64863,3094.786823,31913319.12,0,2019/7/23 4:00
1.56E+12,10343.08,10343.97,10203.05,10255.54,3652.856904,1.56E+12,37517258.48,45260,1818.941405,18683958.35,0,2019/7/23 8:00
1.56E+12,10255.11,10259.33,9970,10041.62,10834.27769,1.56E+12,109402212.5,92109,4904.456909,49553495.37,0,2019/7/23 12:00
1.56E+12,10041.61,10102.9,9883,10025,9741.60727,1.56E+12,97357867.74,86293,5297.595002,52968484.15,0,2019/7/23 16:00
1.56E+12,10025,10068,9870.58,9932.36,8392.12858,1.56E+12,83651544.34,79533,4691.176474,46782025.37,0,2019/7/23 20:00
1.56E+12,9930.59,10179,9900,10149.29,7414.280895,1.56E+12,74485636.22,74737,4060.501206,40789297.67,0,2019/7/24 0:00
1.56E+12,10147.69,10227.98,9822,9864.91,7589.219373,1.56E+12,76027390.1,70215,3309.638133,33188359.3,0,2019/7/24 4:00
1.56E+12,9864.78,9870.22,9615,9650.84,9004.795041,1.56E+12,87363846.12,80084,4455.240583,43215421.96,0,2019/7/24 8:00
1.56E+12,9650,9778.23,9593.06,9710.82,5333.386932,1.56E+12,51625903.13,54741,2577.815985,24966498.82,0,2019/7/24 12:00
1.56E+12,9711.85,9797,9619.49,9721.48,5721.465631,1.56E+12,55624867.62,55955,2801.368112,27229914.18,0,2019/7/24 16:00
1.56E+12,9721.5,9937,9667.03,9911.66,8909.011755,1.56E+12,87403418.82,79361,4654.01701,45644876.64,0,2019/7/24 20:00
1.56E+12,9911.67,9928.74,9525,9650.99,8973.300997,1.56E+12,86646589.24,89156,4287.966443,41432259.93,0,2019/7/25 0:00
1.56E+12,9650.97,9848,9566.29,9763.28,5533.420021,1.56E+12,53869537.21,65465,3187.365404,31037721.86,0,2019/7/25 4:00
1.56E+12,9763.4,10175,9720.03,10090.19,9995.352473,1.56E+12,100329173.7,86496,5622.644169,56451681.58,0,2019/7/25 8:00
1.56E+12,10090.12,10110.01,10005.1,10046.96,4050.140215,1.56E+12,40724911.79,49209,2058.471527,20700146.68,0,2019/7/25 12:00
1.56E+12,10045.64,10140,10038,10066.42,4226.152289,1.56E+12,42564800.69,45869,2108.358473,21235356.43,0,2019/7/25 16:00
1.56E+12,10066.18,10156.6,9905,9987.9,9099.474843,1.56E+12,91055016.58,77144,4351.523885,43551527.82,0,2019/7/25 20:00
1.56E+12,9987.92,10077.64,9801,9857.82,6280.648115,1.56E+12,62589655.23,61881,2935.728549,29273382.66,0,2019/7/26 0:00
1.56E+12,9857.21,9949.99,9798.89,9879.87,4221.586793,1.56E+12,41674892.1,47577,2231.284823,22029507.84,0,2019/7/26 4:00
1.56E+12,9882.15,9882.15,9637,9697,7912.265527,1.56E+12,76809848.48,68103,3940.869872,38251953.89,0,2019/7/26 8:00
1.56E+12,9694.63,9789.82,9657,9764.36,3499.994913,1.56E+12,34036455.01,45115,1875.946346,18238701.79,0,2019/7/26 12:00
1.56E+12,9764.18,9815,9735.89,9791.64,3511.86536,1.56E+12,34343993.43,44801,1895.018174,18534019,0,2019/7/26 16:00
1.56E+12,9791.33,9852.49,9704,9794.01,4517.891533,1.56E+12,44147285.23,50214,2410.957897,23562627.97,0,2019/7/26 20:00
1.56E+12,9794.01,9889.98,9737.16,9839,4431.858952,1.56E+12,43455631.09,52874,2307.457762,22633486.88,0,2019/7/27 0:00
1.56E+12,9838.98,9860,9738,9824,3293.586932,1.56E+12,32314889.9,38828,1576.379383,15467337.42,0,2019/7/27 4:00
1.56E+12,9824,10188.66,9815,10103,10046.03624,1.56E+12,101389660.2,81239,5423.382618,54704314.72,0,2019/7/27 8:00
1.56E+12,10103.02,10118.55,10025.16,10055.33,3131.486206,1.56E+12,31530851.8,37824,1709.462042,17213491.59,0,2019/7/27 12:00
1.56E+12,10057.32,10088,9440,9525.81,13484.42013,1.56E+12,130003251.5,108611,5830.528514,56186985.42,0,2019/7/27 16:00
1.56E+12,9525.81,9526,9333,9427.69,9029.130364,1.56E+12,85272517.6,82248,4065.586289,38403386.07,0,2019/7/27 20:00
1.56E+12,9428.52,9481.73,9377,9411.61,3470.760002,1.56E+12,32742096.58,40269,1997.59758,18847545.68,0,2019/7/28 0:00
1.56E+12,9411.26,9541.47,9343.3,9476.52,4647.945352,1.56E+12,43994347.3,51227,2401.495275,22735017.63,0,2019/7/28 4:00
1.56E+12,9478.92,9505.51,9370,9480.56,2642.99603,1.56E+12,25003300.77,33478,1411.677768,13356688.17,0,2019/7/28 8:00
1.56E+12,9480.56,9578.17,9470,9493.11,3136.162316,1.56E+12,29855951.34,34365,1663.729692,15838630.9,0,2019/7/28 12:00
1.56E+12,9494.49,9579,9430.17,9534.98,3480.07435,1.56E+12,33049759.64,36716,1907.522453,18116723.96,0,2019/7/28 16:00
1.56E+12,9535,9559.18,9475.75,9522.47,3081.036291,1.56E+12,29328003.67,33138,1661.440775,15816490,0,2019/7/28 20:00
1.56E+12,9522.91,9594.99,9515.46,9555.68,2573.751804,1.56E+12,24604184.41,30409,1496.541314,14306252.13,0,2019/7/29 0:00
1.56E+12,9555.69,9580,9165,9541.54,14487.00215,1.56E+12,136696086.3,103221,8975.52113,84832419.01,0,2019/7/29 4:00
1.56E+12,9541.54,9729,9493.25,9638.46,6723.434537,1.56E+12,64619103.93,55739,4429.27674,42556542.52,0,2019/7/29 8:00
1.56E+12,9636.62,9684.7,9570,9625.95,2964.951733,1.56E+12,28533840.66,36861,1438.9133,13845282.72,0,2019/7/29 12:00
1.56E+12,9624.79,9650,9395,9484.96,5156.200126,1.56E+12,49103787.74,54752,2632.834544,25080111.8,0,2019/7/29 16:00
1.56E+12,9484.51,9635.96,9470.21,9539.64,4963.283595,1.56E+12,47422592.84,51249,2849.296141,27230997.75,0,2019/7/29 20:00
1.56E+12,9538.24,9693.98,9411.31,9487.63,6286.06496,1.56E+12,59955141.89,64091,3227.13677,30819190.13,0,2019/7/30 0:00
1.56E+12,9489.81,9549,9450,9507.64,2928.00246,1.56E+12,27863289.71,31776,1497.709476,14259293.17,0,2019/7/30 4:00
1.56E+12,9509.07,9539,9402,9441.29,4672.858897,1.56E+12,44220172.4,40784,1729.926758,16380727.78,0,2019/7/30 8:00
1.56E+12,9441.04,9530,9427,9501.29,4053.532637,1.56E+12,38376243.72,38756,1521.364481,14415051.51,0,2019/7/30 12:00
1.56E+12,9501.29,9564.86,9450,9522.9,5037.475534,1.56E+12,47951006.67,44706,3347.046058,31889694.26,0,2019/7/30 16:00
1.56E+12,9524.81,9714.28,9514,9682.35,8374.953576,1.56E+12,80415916.83,67918,4949.165583,47512311.76,0,2019/7/30 20:00
1.56E+12,9684.58,9714,9502.21,9598.52,6489.707589,1.56E+12,62471515.99,54509,3195.25607,30768166.7,0,2019/7/31 0:00
1.56E+12,9598.87,9629,9512.66,9574.21,3907.840601,1.56E+12,37433072.68,37288,2468.250703,23655367.04,0,2019/7/31 4:00
1.56E+12,9575,9720,9555,9668.96,6919.558174,1.56E+12,66916252.65,48475,3256.771585,31486180.32,0,2019/7/31 8:00
1.56E+12,9670.28,9809.99,9641.21,9733.71,5086.382171,1.56E+12,49511382.92,51506,2662.482679,25923044.61,0,2019/7/31 12:00
1.56E+12,9734.86,9786.12,9718.59,9758.1,3559.066053,1.56E+12,34709491.3,40366,1689.568336,16477652.63,0,2019/7/31 16:00
1.56E+12,9758.1,10086.79,9755.64,10049.64,13575.17068,1.56E+12,134716696.4,105820,8177.678725,81078131.59,0,2019/7/31 20:00
1.56E+12,10049.7,10109.8,9931,9979.89,6775.549085,1.56E+12,67749210.51,69532,3467.660312,34676772.82,0,2019/8/1 0:00
1.56E+12,9982.43,10091.73,9966.18,10080.53,3599.628397,1.56E+12,36087727.7,48513,1981.447967,19865090.54,0,2019/8/1 4:00
1.56E+12,10080.53,10155.06,9966.38,9988.02,5523.460165,1.56E+12,55456753.61,55784,2719.9193,27319066.16,0,2019/8/1 8:00
1.56E+12,9989.61,9999.96,9863.46,9960.19,6228.456895,1.56E+12,61892406.13,54521,3068.275131,30496879.44,0,2019/8/1 12:00
1.56E+12,9961.34,9994,9903.69,9962.86,4314.300613,1.56E+12,42904884.19,49396,2012.166212,20011467.81,0,2019/8/1 16:00
1.56E+12,9962.86,10060,9956,10013.86,6491.895002,1.56E+12,64994726.4,54895,3743.343614,37471848.27,0,2019/8/1 20:00
1.56E+12,10011.48,10341.78,9991.66,10283.73,9211.479403,1.56E+12,93556031.74,77618,5218.62468,53003393.34,0,2019/8/2 0:00
1.56E+12,10283.71,10467.86,10270.3,10374.99,9958.04495,1.56E+12,103351721.6,85848,5482.59053,56904427.37,0,2019/8/2 4:00
1.56E+12,10375,10440.61,10281.35,10335.77,5376.230475,1.56E+12,55763866.96,61835,2714.631269,28162418.99,0,2019/8/2 8:00
1.56E+12,10335.8,10570,10314.8,10531.45,6967.867125,1.56E+12,72898206.47,72863,3718.519732,38902191.65,0,2019/8/2 12:00
1.56E+12,10533.19,10540.18,10435.78,10467.17,5836.482086,1.56E+12,61230987.35,63083,2892.889318,30350032.85,0,2019/8/2 16:00
1.56E+12,10467.08,10643.56,10462.17,10612.14,7831.69626,1.56E+12,82692504.88,70524,3819.716162,40334997.98,0,2019/8/2 20:00
1.56E+12,10612.1,10670,10350,10444.41,12503.12293,1.56E+12,130982422.8,105274,6695.82134,70181594.72,0,2019/8/3 0:00
1.56E+12,10444,10545,10351.24,10523.75,4475.04535,1.56E+12,46755295.75,57743,2364.557272,24707221.42,0,2019/8/3 4:00
1.56E+12,10523.75,10838.98,10497.93,10778.52,10296.22134,1.56E+12,110124907,86251,6025.178153,64398496.06,0,2019/8/3 8:00
1.56E+12,10780.68,10862.43,10720,10827.78,5117.299107,1.56E+12,55206544.46,61902,2711.986009,29262218.8,0,2019/8/3 12:00
1.56E+12,10828.29,10875.89,10700,10743.92,4118.190774,1.56E+12,44374450.65,51588,2077.844509,22398063.75,0,2019/8/3 16:00
1.56E+12,10741.97,10828.55,10662.15,10733.05,5743.088638,1.56E+12,61796076.19,56988,2822.133494,30376790.14,0,2019/8/3 20:00
1.56E+12,10733.17,10904.77,10710,10850.6,5896.873197,1.56E+12,63864281.63,57061,3239.140672,35082201.15,0,2019/8/4 0:00
1.56E+12,10851.14,10889.77,10773,10816.86,2630.645766,1.56E+12,28486539.98,35103,1256.24687,13608050.57,0,2019/8/4 4:00
1.56E+12,10816.86,10897,10700,10755.02,4981.598406,1.56E+12,53830775.01,47101,2406.483658,26034688.94,0,2019/8/4 8:00
